"031017220679";1;21;"2022-11-24";4;"1954";3;0;6;2;1;2;204;0;0;0;300;2;3;02;1;6;1;1;1;0;0;00;1;1;00;;3;39;"04";1;1;1;0;1;1;200;2;1;1;"-1044130";"-867496";"-1044130";"-867496";"";"";"TRSTÌNICE";"";"-1";"silnice 1.tøídy";"21";"";"";"";"";"554855";"";"";"2"
"031017220700";1;21;"2022-11-24";4;"1954";1;2;0;2;1;2;203;0;0;0;1300;0;3;01;1;6;4;1;1;0;0;00;1;2;00;;3;60;"11";1;0;1;0;1;1;1000;2;1;1;"-1044769";"-866797";"-1044769";"-866797";"";"";"CHODOVÁ PLANÁ";"";"";"silnice 1.tøídy";"21";"";"";"";"";"560901";"";"";"2"
"190206220001";3;21413;"2022-01-01";6;"0530";9;0;0;1;1;8;204;0;0;1;400;2;3;02;3;6;1;1;3;0;0;00;3;01;00;;3;47;"99";1;1;1;0;1;3;400;3;5;0;"-883988,538";"-1027457,681";"-883983,718";"-1027435,189";"-883986,946";"-1027437,215";"";"";"";"silnice3.tøídy";"21413";"2252406";"";"Opaènýkesmìruúseku";"Pomalý";"554626";"";"GN_V0.1UIR-ADR_410";"2"
"190206220002";6;;"2022-01-01";6;"2560";2;0;0;2;1;0;511;0;0;0;300;2;3;01;3;1;1;0;1;0;0;10;1;02;00;;3;47;"93";1;0;1;0;1;5;100;9;;;"-889394,579";"-1021978,775";"-889394,579";"-1021978,775";"-889394,122";"-1021978,957";"Cheb";"Lesní";"";"místníkomunikace";"";"216198";"";"Opaènýkesmìruúseku";"Pomalý";"554481";"139521";"GN_V0.1UIR-ADR_410";"1"
"190206220003";6;;"2022-01-01";6;"2560";2;0;0;2;1;0;508;0;0;0;200;2;3;01;3;1;1;0;1;0;0;10;1;02;00;;17;;"XX";;;;;;;0;;;;"-888768,971";"-1023288,381";"-888768,971";"-1023288,381";"-888767,357";"-1023283,099";"Cheb";"Mírová";"";"místníkomunikace";"";"1458751";"";"Souhlasnýsesmìremúseku";"Pomalý";"554481";"139513";"GN_V0.1UIR-ADR_410";"1"
"190206220004";2;230;"2022-01-03";1;"1640";9;0;0;1;1;2;501;0;0;1;350;2;3;01;4;2;1;1;1;0;0;00;1;01;00;;3;32;"08";1;0;1;0;1;3;300;2;1;1;"";"";"-866478,671";"-1041772,317";"-866479,3";"-1041772,402";"";"";"";"silnice2.tøídy";"230";"1596712";"";"Souhlasnýsesmìremúseku";"Pomalý";"554642";"";"GN_V0.1UIR-ADR_410";"2"
"190206220005";6;;"2022-01-04";2;"1540";2;0;0;2;1;2;504;0;0;0;1100;2;3;01;3;1;1;0;1;0;0;00;1;02;00;;3;26;"16";1;0;1;0;1;5;500;2;1;1;"-866447,366";"-1037506,674";"-866447,366";"-1037506,674";"-866447,259";"-1037506,697";"MariánskéLáznì";"Hlavnítøída";"";"místníkomunikace";"";"3664423";"";"Souhlasnýsesmìremúseku";"Pomalý";"554642";"141534";"GN_V0.1UIR-ADR_410";"1"
"190206220006";6;;"2022-01-04";2;"1634";4;0;0;1;1;2;412;0;0;1;300;2;3;01;3;2;1;1;1;0;0;01;1;01;00;;3;32;"06";1;0;1;0;1;5;300;3;1;1;"-887589,225";"-1022548,481";"-887589,225";"-1022548,481";"-887592,36";"-1022547,43";"Cheb";"Žižkova";"";"místníkomunikace";"";"1458762";"";"Opaènýkesmìruúseku";"Pomalý";"554481";"140490";"GN_V0.1UIR-ADR_410";"1"
"190206220007";1;21;"2022-01-05";3;"0945";9;0;0;1;1;2;204;0;0;1;460;2;3;01;5;1;1;1;3;0;0;00;1;01;00;;3;44;"04";1;1;1;0;1;3;400;2;1;1;"-872276,906";"-1035441,647";"-872276,906";"-1035441,647";"-872269,963";"-1035433,739";"";"";"";"silnice1.tøídy";"21";"2252149";"";"Souhlasnýsesmìremúseku";"Pomalý";"539112";"";"GN_V0.1UIR-ADR_410";"2"
"190206220008";1;6;"2022-01-05";3;"1345";1;2;0;1;1;2;504;0;1;1;3990;2;3;01;3;1;1;1;1;0;0;00;1;02;00;;3;39;"15";9;0;1;1;1;1;3000;4;1;1;"-894862,75";"-1019682,093";"-894862,75";"-1019682,093";"-894863,72";"-1019680,787";"";"";"";"silnice1.tøídy";"6";"1440379";"";"Souhlasnýsesmìremúseku";"Pomalý";"538868";"";"GN_V0.1UIR-ADR_410";"2"
