"070041221001";0;1;"2022-01-04";2;"1560";3;0;2;2;1;2;508;0;0;0;110;3;1;01;1;1;1;0;1;0;0;00;1;01;00;;6;10;"18";2;0;0;0;1;3;10;3;1;1;"";"";"-468051,458";"-1093999,411";"-468054,136";"-1093996,823";"";"";"";"dálnice";"D1";"2601097";"";"Souhlasnısesmìremúseku";"Pomalı";"510432";"";"GN_V0.1UIR-ADR_410";"2"
"070041221002";0;1;"2022-01-07";5;"2005";5;0;0;2;4;0;100;0;0;0;1080;2;1;01;1;6;1;3;1;0;0;00;1;01;00;;3;47;"16";1;0;0;0;1;1;1000;2;1;5;"";"";"-467374,973";"-1093575,262";"-467374,51";"-1093576,588";"";"";"";"dálnice";"D1";"1616201";"";"Souhlasnısesmìremúseku";"Pomalı";"510432";"";"GN_V0.1UIR-ADR_410";"2"
"070041221003";0;1;"2022-01-01";6;"2560";3;0;4;2;1;0;516;0;0;0;800;2;1;01;1;4;1;3;0;0;0;00;1;01;00;;17;;"XX";;;;;;;0;;;;"";"";"-468562,112";"-1095098,738";"-468562,891";"-1095098,655";"";"";"";"dálnice";"D1";"1284326";"";"Souhlasnısesmìremúseku";"Pomalı";"554821";"";"GN_V0.1UIR-ADR_410";"2"
"070041221004";0;1;"2022-01-01";6;"2560";3;0;4;2;1;0;516;0;0;0;500;2;1;01;1;4;1;3;0;0;0;00;1;01;00;;17;;"XX";;;;;;;0;;;;"";"";"-468340,704";"-1094400,079";"-468338,372";"-1094401,244";"";"";"";"dálnice";"D1";"2601109";"";"Souhlasnısesmìremúseku";"Pomalı";"554821";"";"GN_V0.1UIR-ADR_410";"2"
"070041221005";0;1;"2022-01-01";6;"2560";3;0;4;2;1;0;516;0;0;0;600;2;1;01;1;4;1;3;0;0;0;00;1;01;00;;17;;"XX";;;;;;;0;;;;"";"";"-468384,052";"-1094485,844";"-468381,314";"-1094487,211";"";"";"";"dálnice";"D1";"2601109";"";"Souhlasnısesmìremúseku";"Pomalı";"554821";"";"GN_V0.1UIR-ADR_410";"2"
"070041221006";0;1;"2022-01-25";2;"0849";0;0;0;2;1;0;516;0;0;0;50;2;3;01;1;1;1;3;1;0;0;00;1;02;00;;17;;"XX";;;;;;;0;;;;"-468102,524";"-1093962,779";"-464627,613";"-1093177,084";"-464627,424";"-1093177,707";"";"";"";"dálnice";"D1";"3660983";"";"Souhlasnısesmìremúseku";"Pomalı";"599051";"";"GN_V0.1UIR-ADR_410";"2"
"070041221007";0;1;"2022-02-23";3;"1452";0;0;0;2;1;0;516;0;0;0;1500;2;1;04;1;1;1;3;1;0;0;00;1;02;00;;4;13;"05";0;0;0;0;1;1;0;9;;;"";"";"-474723,615";"-1100106,612";"-474725,47";"-1100105";"";"";"";"dálnice";"D1";"3070659";"";"Souhlasnısesmìremúseku";"Pomalı";"554821";"";"GN_V0.1UIR-ADR_410";"2"
"070041221008";0;1;"2022-03-09";3;"0543";3;0;4;2;1;2;411;0;0;0;2800;2;1;01;1;2;1;3;1;0;0;00;1;02;00;;3;12;"05";9;0;1;1;1;1;1200;2;1;1;"";"";"-484611,917";"-1107572,825";"-484613,884";"-1107572,646";"";"";"";"dálnice";"D1";"3512713";"";"Souhlasnısesmìremúseku";"Pomalı";"556858";"";"GN_V0.1UIR-ADR_410";"2"
"070041221009";0;1;"2022-03-10";4;"0945";1;2;0;2;1;2;411;0;0;0;650;3;1;01;1;1;1;2;1;0;0;00;1;03;00;;3;26;"21";2;0;1;0;1;1;0;2;1;1;"-474662,988";"-1100046,993";"-472265,443";"-1099037,85";"-472264,528";"-1099038,006";"MORAVSKÁOSTRAVAAPØÍVOZ";"MÚKD1xsilniceè.56361km";"";"silnice1.tøídy";"56";"3810378";"";"Souhlasnısesmìremúseku";"Pomalı";"554821";"352772";"GN_V0.1UIR-ADR_410";"2"
"070041221010";0;1;"2022-03-15";2;"1360";0;0;0;2;0;0;100;0;0;0;1100;2;1;01;1;1;1;3;1;0;0;00;1;02;00;;17;;"XX";;;;;;;0;;;;"";"";"-479995,144";"-1104661,338";"-479995,48";"-1104667,633";"";"";"";"dálnice";"D1";"3656966";"";"Souhlasnısesmìremúseku";"Pomalı";"554821";"";"GN_V0.1UIR-ADR_410";"2"
"070041221011";0;1;"2022-03-25";5;"2034";5;0;0;2;4;0;100;0;0;0;300;2;1;01;1;6;1;3;1;0;0;05;1;01;00;;3;39;"11";1;0;0;0;1;1;300;2;1;5;"-466261,68";"-1093463,822";"-466261,68";"-1093463,822";"-466262,965";"-1093468,74";"";"";"";"dálnice";"D1";"3728093";"";"Souhlasnısesmìremúseku";"Pomalı";"599051";"";"GN_V0.1UIR-ADR_410";"2"
"070041221012";0;1;"2022-03-31";4;"1520";3;0;4;2;1;2;508;0;0;0;3500;2;3;01;4;1;1;3;1;0;0;05;1;02;00;;5;47;"20";9;0;0;0;1;1;1000;2;1;1;"";"";"-475827,348";"-1102694,882";"-475829,442";"-1102693,808";"";"";"";"dálnice";"D1";"3512692";"";"Souhlasnısesmìremúseku";"Pomalı";"554821";"361623";"GN_V0.1UIR-ADR_410";"2"
"070041221013";1;56;"2022-03-31";4;"1709";1;4;0;1;1;2;503;0;0;1;600;2;3;01;4;3;1;2;4;0;5;05;1;02;00;;3;39;"13";0;0;1;0;1;3;300;2;1;1;"";"";"-472263,512";"-1099031,817";"-472263,472";"-1099031,824";"MORAVSKÁOSTRAVAAPØÍVOZ-PØÍVOZ";"";"";"silnice1.tøídy";"56";"3810378";"";"Souhlasnısesmìremúseku";"Pomalı";"554821";"352772";"GN_V0.1UIR-ADR_410";"1"
