"050040220002";0;11;"2022-01-04";2;"1035";5;0;0;2;4;0;100;0;0;0;250;3;3;01;4;3;1;4;1;0;0;00;1;01;00;;7;40;"15";6;0;0;0;1;1;250;3;1;1;"-661328,855";"-1048866,008";"-661328,855";"-1048866,008";"-661337,495";"-1048877,97";"";"";"";"dálnice";"D11";"3656820";"";"Souhlasnısesmìremúseku";"Pomalı";"575097";"";"GN_V0.1UIR-ADR_410";"2"
"050040220018";0;11;"2022-02-16";3;"1325";0;0;0;2;1;2;510;0;0;0;110;3;1;01;1;1;1;3;3;0;0;00;1;01;00;;5;35;"21";9;0;1;0;1;1;0;2;1;1;"-661939,293";"-1048541,777";"-661939,293";"-1048541,777";"-661933,491";"-1048529,667";"";"";"";"dálnice";"D11";"3656819";"";"Souhlasnısesmìremúseku";"Pomalı";"575097";"";"GN_V0.1UIR-ADR_410";"2"
"050040220021";0;11;"2022-02-16";3;"2560";3;0;4;2;1;0;508;0;0;0;500;2;3;01;7;3;5;4;3;0;0;00;1;01;00;;17;;"XX";;;;;;;0;;;;"-659301,563";"-1049168,713";"-659301,563";"-1049168,713";"-659303,218";"-1049160,064";"";"";"";"dálnice";"D11";"2588735";"";"Souhlasnısesmìremúseku";"Pomalı";"575151";"";"GN_V0.1UIR-ADR_410";"2"
"050040220026";0;11;"2022-03-04";5;"2560";3;0;3;2;1;0;516;0;0;0;200;2;1;01;1;1;1;3;1;0;0;00;1;01;00;;17;;"XX";;;;;;;0;;;;"-647319,269";"-1046969,069";"-647319,269";"-1046969,069";"-647318,934";"-1046969,361";"";"";"";"dálnice";"D11";"3455898";"";"Souhlasnısesmìremúseku";"Pomalı";"575305";"";"GN_V0.1UIR-ADR_410";"2"
"050040220036";0;11;"2022-04-26";2;"2560";3;0;4;2;1;0;508;0;0;0;210;2;1;01;1;1;1;3;3;0;0;00;1;01;00;;17;;"XX";;;;;;;0;;;;"-658408,392";"-1048931,437";"-658414,283";"-1048920,726";"-658416,748";"-1048921,441";"";"";"";"místníkomunikace";"";"1525817";"";"Souhlasnısesmìremúseku";"Pomalı";"575151";"";"GN_V0.1UIR-ADR_410";"2"
"050040220038";0;11;"2022-05-03";2;"0325";5;0;0;2;4;0;100;0;0;0;500;3;1;01;1;6;1;3;1;0;0;00;1;01;00;;3;39;"10";1;0;1;0;1;3;500;3;1;1;"-664178,518";"-1047831,861";"-664178,518";"-1047831,861";"-664177,791";"-1047836,151";"";"";"";"dálnice";"D11";"1403753";"";"Souhlasnısesmìremúseku";"Pomalı";"570494";"";"GN_V0.1UIR-ADR_410";"2"
"050040220041";0;11;"2022-04-17";0;"0130";5;0;0;2;4;0;100;0;0;0;30;2;1;01;1;6;1;3;1;0;0;00;1;01;00;;3;02;"19";1;0;1;0;1;3;30;2;1;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2"
"050040220058";0;11;"2022-05-17";2;"1735";3;0;4;2;1;2;204;0;0;0;1250;3;3;01;4;3;1;3;1;0;0;00;3;01;00;;3;26;"14";2;1;0;0;1;3;1000;2;1;1;"-656465,984";"-1048558,518";"-656465,984";"-1048558,518";"-656466,007";"-1048557,752";"";"";"";"dálnice";"D11";"1340404";"";"Souhlasnısesmìremúseku";"Pomalı";"569968";"";"GN_V0.1UIR-ADR_410";"2"
"050040220059";0;11;"2022-05-25";3;"1300";3;0;4;2;1;2;204;0;0;0;1700;3;3;01;4;1;1;3;3;0;0;00;1;01;00;;3;04;"15";1;1;1;0;1;1;1500;3;1;1;"-662184,438";"-1048417,793";"-662184,438";"-1048417,793";"-662184,733";"-1048418,469";"";"";"";"dálnice";"D11";"3718090";"";"Souhlasnısesmìremúseku";"Pomalı";"575097";"";"GN_V0.1UIR-ADR_410";"2"
"050040220078";0;11;"2022-07-22";5;"1407";1;3;0;2;1;0;411;0;0;0;505;2;1;01;1;1;1;3;1;0;0;05;3;02;00;;7;10;"";3;0;0;0;1;1;5;3;1;1;"-648376,698";"-1048187,988";"-648376,698";"-1048187,988";"-648375,429";"-1048179,184";"";"";"";"dálnice";"D11";"1329528";"";"Souhlasnısesmìremúseku";"Pomalı";"570656";"";"GN_V0.1UIR-ADR_410";"2"
