"160041221001";0;1;"2022-01-01";6;"2560";5;0;0;2;4;0;100;0;0;0;540;3;1;01;1;6;1;3;1;0;0;00;1;01;00;;3;17;"21";2;0;1;0;1;1;400;2;1;1;"-687829,941";"-1109156,256";"-687829,941";"-1109156,256";"-687827,823";"-1109150,769";"";"";"";"dálnice";"D1";"3531805";"";"Souhlasnısesmìremúseku";"Pomalı";"548081";"";"GN_V0.1UIR-ADR_410";"2"
"160041221002";0;1;"2022-01-03";1;"1920";1;4;0;2;1;0;411;0;0;0;300;3;1;01;1;6;1;3;1;0;0;00;1;02;00;;17;;"XX";;;;;;;0;;;;"-666425,095";"-1124568,138";"-666425,095";"-1124568,138";"-666427,227";"-1124570,533";"";"";"";"dálnice";"D1";"836559";"";"Opaènıkesmìruúseku";"Rychlı";"586846";"";"GN_V0.1UIR-ADR_410";"2"
"160041221003";0;1;"2022-01-05";3;"1558";1;4;0;2;1;2;201;0;0;0;1200;3;1;01;1;1;1;3;1;0;0;00;1;03;00;;3;39;"17";11;0;0;0;1;1;1000;3;1;1;"-642144,955";"-1136135,302";"-642144,955";"-1136135,302";"-642142,776";"-1136132,1";"";"";"";"dálnice";"D1";"1419874";"";"Souhlasnısesmìremúseku";"Pomalı";"596019";"";"GN_V0.1UIR-ADR_410";"2"
"160041221004";0;1;"2022-01-06";4;"1305";1;4;0;2;1;2;411;0;0;0;3800;3;1;01;1;1;1;3;1;0;0;00;1;02;00;;6;19;"17";9;0;0;0;1;1;0;2;1;1;"-631589,202";"-1144662,258";"-631589,202";"-1144662,258";"-631587,446";"-1144658,438";"";"";"";"dálnice";"D1";"1366831";"";"Souhlasnısesmìremúseku";"Pomalı";"591831";"";"GN_V0.1UIR-ADR_410";"2"
"160041221005";0;1;"2022-01-06";4;"1520";3;0;4;2;1;2;203;0;0;0;1050;2;1;01;1;2;1;3;1;0;0;00;1;01;00;;4;21;"99";1;1;1;0;1;3;500;3;1;1;"-688932,699";"-1108322,681";"-688932,699";"-1108322,681";"-688932,963";"-1108323,042";"";"";"";"dálnice";"D1";"3512136";"";"Opaènıkesmìruúseku";"Pomalı";"548081";"";"GN_V0.1UIR-ADR_410";"2"
"160041221006";0;1;"2022-01-13";4;"0315";5;0;0;2;4;0;100;0;0;0;250;2;1;01;1;6;1;5;1;0;0;00;1;01;00;;6;26;"20";3;0;0;0;1;1;200;3;1;1;"-625369,45";"-1148579,2";"-625369,45";"-1148579,2";"-625368,058";"-1148575,742";"";"";"";"dálnice";"D1";"719002";"";"Souhlasnısesmìremúseku";"Pomalı";"596973";"";"GN_V0.1UIR-ADR_410";"2"
"160041221007";0;1;"2022-01-16";0;"1015";3;0;4;2;1;2;203;0;0;0;1120;3;1;01;1;1;1;3;1;0;0;00;1;01;00;;3;04;"07";9;1;0;0;1;3;1000;2;1;1;"-656827,882";"-1130131,455";"-656827,882";"-1130131,455";"-656828,609";"-1130139,778";"";"";"";"dálnice";"D1";"3707346";"";"Souhlasnısesmìremúseku";"Pomalı";"588130";"";"GN_V0.1UIR-ADR_410";"2"
"160041221008";0;1;"2022-01-16";0;"1230";5;0;0;2;4;0;100;0;0;0;330;3;1;01;1;1;1;3;1;0;0;00;1;01;00;;3;47;"10";1;0;1;0;1;1;250;2;1;1;"-672437,523";"-1119870,799";"-672437,523";"-1119870,799";"-672436,572";"-1119869,179";"";"";"";"dálnice";"D1";"1734837";"";"Souhlasnısesmìremúseku";"Pomalı";"569593";"";"GN_V0.1UIR-ADR_410";"2"
"160041221009";0;1;"2022-01-16";0;"1816";3;0;4;2;1;2;204;0;0;0;760;3;8;01;5;7;1;3;1;0;0;00;1;01;00;;3;13;"02";1;1;1;0;1;1;550;2;1;1;"-678110,542";"-1115366,589";"-678110,542";"-1115366,589";"-678110,692";"-1115365,529";"";"";"";"dálnice";"D1";"3513481";"";"Souhlasnısesmìremúseku";"Pomalı";"568678";"";"GN_V0.1UIR-ADR_410";"2"
"160041221010";0;1;"2022-01-16";0;"1816";1;4;0;1;1;2;503;0;0;2;4210;3;8;01;5;7;1;3;1;0;0;00;1;03;00;;3;39;"21";3;1;1;0;1;1;1500;2;1;1;"-678110,542";"-1115366,589";"-678110,542";"-1115366,589";"-678110,692";"-1115365,529";"";"";"";"dálnice";"D1";"3513481";"";"Souhlasnısesmìremúseku";"Pomalı";"568678";"";"GN_V0.1UIR-ADR_410";"2"
