"050040220001";0;11;"2022-01-02";0;"1252";3;0;4;2;1;2;511;0;0;0;2200;2;1;01;1;1;1;3;1;0;0;00;1;01;00;;3;60;"17";1;0;1;0;1;1;2000;2;6;1;"-645215,239";"-1041218,172";"-645215,239";"-1041218,172";"-645219,657";"-1041217,315";"";"";"";"dálnice";"D11";"3722859";"";"Souhlasnısesmìremúseku";"Pomalı";"570931";"";"GN_V0.1UIR-ADR_410";"2"
"050040220003";0;11;"2022-01-05";3;"0445";3;0;9;2;1;2;502;0;0;0;500;2;3;01;1;4;1;0;6;0;0;10;1;01;00;;5;19;"18";3;0;0;0;1;3;0;4;1;1;"-651528,816";"-1049001,358";"-651528,816";"-1049001,358";"-651533,187";"-1048999,593";"";"";"";"místníkomunikace";"";"2569775";"";"Opaènıkesmìruúseku";"Pomalı";"570532";"";"GN_V0.1UIR-ADR_410";"2"
"050040220005";6;;"2022-01-11";2;"1820";3;0;9;2;1;2;508;0;0;0;1000;2;1;01;1;4;1;0;6;0;0;00;1;01;00;;7;48;"19";9;0;0;0;1;5;0;4;1;1;"-651545,559";"-1049206,35";"-651545,023";"-1049207,421";"-651545,488";"-1049206,18";"";"";"";"místníkomunikace";"";"3677970";"";"";"Pomalı";"570532";"";"GN_V0.1UIR-ADR_410";"2"
"050040220007";0;11;"2022-01-20";4;"2000";9;0;0;2;1;2;510;0;0;0;100;2;8;01;5;7;1;3;1;0;0;00;1;01;00;;7;48;"20";3;0;0;0;1;1;0;3;1;1;"-668047,595";"-1048105,102";"-668047,595";"-1048105,102";"-668047,6";"-1048105,018";"";"";"";"dálnice";"D11";"3069133";"";"Souhlasnısesmìremúseku";"Pomalı";"570109";"";"GN_V0.1UIR-ADR_410";"2"
"050040220008";0;11;"2022-01-20";4;"2000";9;0;0;2;1;2;204;0;0;0;1600;2;8;01;5;7;1;3;2;0;0;00;1;01;00;;7;10;"21";3;1;1;0;1;1;1500;3;1;1;"-668047,595";"-1048105,102";"-668047,595";"-1048105,102";"-668047,6";"-1048105,018";"";"";"";"dálnice";"D11";"3069133";"";"Souhlasnısesmìremúseku";"Pomalı";"570109";"";"GN_V0.1UIR-ADR_410";"2"
"050040220010";0;11;"2022-01-22";6;"2560";3;0;3;2;1;0;516;0;0;0;40;2;1;01;1;1;1;1;1;3;3;00;5;01;19;9;17;;"XX";;;;;;;0;;;;"-638812,92";"-1031809,517";"-638812,92";"-1031809,517";"-638809,676";"-1031808,793";"";"";"";"dálnice";"D11";"3722811";"";"Opaènıkesmìruúseku";"Pomalı";"570028";"";"GN_V0.1UIR-ADR_410";"2"
"050040220011";0;11;"2022-01-22";6;"2560";3;0;3;2;1;0;516;0;0;0;40;2;1;01;1;1;1;1;1;3;3;00;5;01;23;9;17;;"XX";;;;;;;0;;;;"-638519,925";"-1031863,88";"-638517,247";"-1031857,454";"-638517,849";"-1031856,996";"";"";"";"dálnice";"D11";"3722802";"";"Opaènıkesmìruúseku";"Pomalı";"570028";"";"GN_V0.1UIR-ADR_410";"2"
"050040220012";0;11;"2022-01-26";3;"1860";3;0;3;2;1;2;508;0;0;0;430;2;1;01;1;6;1;3;1;0;0;00;1;01;00;;3;04;"09";1;0;1;0;1;1;350;2;1;1;"-633916,73";"-1024991,98";"-633916,73";"-1024991,98";"-633920,571";"-1024990,998";"";"";"";"dálnice";"D11";"3637115";"";"Souhlasnısesmìremúseku";"Pomalı";"547531";"";"GN_V0.1UIR-ADR_410";"2"
"050040220013";0;11;"2022-01-29";6;"1860";3;0;3;2;1;0;508;0;0;0;30;2;3;01;5;3;1;1;6;0;0;00;2;01;00;;17;;"XX";;;;;;;0;;;;"-636662,537";"-1028707,166";"-636669,261";"-1028692,667";"-636669,375";"-1028692,556";"";"";"";"dálnice";"D11";"3637072";"";"Souhlasnısesmìremúseku";"Pomalı";"574121";"";"GN_V0.1UIR-ADR_410";"2"
"050040220014";0;11;"2022-01-29";6;"2300";0;0;0;2;1;2;202;0;0;0;500;2;1;01;7;6;1;3;1;0;0;00;1;01;00;;3;13;"21";3;0;0;0;1;1;500;2;1;1;"-666521,096";"-1048129,249";"-666521,096";"-1048129,249";"-666521,531";"-1048132,792";"";"";"";"dálnice";"D11";"3656778";"";"Souhlasnısesmìremúseku";"Pomalı";"570168";"";"GN_V0.1UIR-ADR_410";"2"
