"011118227149";2;102;"2022-07-25";1;"1925";5;0;0;2;4;0;100;0;0;0;440;2;1;01;1;1;1;1;1;0;0;00;1;1;00;;3;39;"19";3;0;0;0;1;1;440;2;1;1;"-1098589";"-764156";"-1098589";"-764156";"";"";"KLUÈENICE";"";"-1";"silnice 2.tøídy";"102";"";"";"";"";"540447";"";"";"2"
"011428222318";1;24;"2022-11-14";1;"2560";1;4;0;2;1;0;508;0;0;0;200;2;1;01;1;1;1;1;1;0;0;00;3;2;00;;17;;"XX";;;;;;0;0;;;;"-1156948";"-736506";"-1156948";"-736506";"";"";"Lomnice nad Lunicí";"";"-1";"silnice 1.tøídy";"24";"";"";"";"";"546674";"";"";"1"
"020040220001";0;3;"2022-01-17";1;"2218";1;4;0;2;1;2;503;0;0;0;200;2;3;01;1;6;1;3;1;0;0;00;1;02;00;;5;13;"16";9;0;3;0;1;3;0;2;1;1;"-731700,308";"-1121350,221";"-731700,308";"-1121350,221";"-731706,342";"-1121352,138";"";"";"";"dálnice";"D3";"3532682";"";"Souhlasnısesmìremúseku";"Pomalı";"552046";"";"GN_V0.1UIR-ADR_410";"2"
"020040220002";0;3;"2022-01-28";5;"0745";3;0;4;2;1;2;204;0;0;0;8300;2;8;01;5;3;1;3;3;0;0;00;1;01;00;;7;48;"16";3;1;1;0;1;3;2000;3;1;1;"-734812,922";"-1112140,445";"-734814,063";"-1112116,014";"-734814,03";"-1112116,018";"";"";"";"dálnice";"D3";"1310600";"";"Souhlasnısesmìremúseku";"Pomalı";"552461";"";"GN_V0.1UIR-ADR_410";"2"
"020040220003";0;3;"2022-02-03";4;"1630";3;0;4;2;1;2;511;0;0;0;1070;2;1;01;1;1;1;3;1;0;0;00;1;01;00;;5;48;"14";3;0;1;0;1;1;700;3;1;1;"-734812,922";"-1112140,445";"-734812,922";"-1112140,445";"-734817,206";"-1112139,873";"";"";"";"dálnice";"D3";"2163419";"";"Souhlasnısesmìremúseku";"Pomalı";"552461";"";"GN_V0.1UIR-ADR_410";"2"
"020040220004";0;3;"2022-03-01";2;"2355";3;0;9;1;1;2;508;0;0;1;2700;2;1;01;1;6;1;3;3;0;0;00;1;01;00;;3;02;"11";2;0;0;1;1;1;2000;2;2;1;"-739008,469";"-1146732,348";"-739008,469";"-1146732,348";"-739006,213";"-1146738,783";"";"";"";"dálnice";"D3";"3599737";"";"Souhlasnısesmìremúseku";"Pomalı";"553271";"";"GN_V0.1UIR-ADR_410";"2"
"020040220005";0;3;"2022-03-03";4;"0530";1;2;0;2;1;2;516;0;0;0;1100;2;1;01;1;6;1;3;1;0;0;00;1;02;00;;3;26;"18";1;0;1;0;1;1;200;3;1;1;"-732303,547";"-1119923,34";"-732303,547";"-1119923,34";"-732307,249";"-1119925,071";"";"";"";"dálnice";"D3";"3665623";"";"Souhlasnısesmìremúseku";"Pomalı";"552046";"";"GN_V0.1UIR-ADR_410";"2"
"020040220006";0;3;"2022-03-03";4;"0625";3;0;4;1;1;2;508;0;0;1;3000;2;1;01;1;2;1;3;3;0;0;05;1;01;00;;3;39;"10";1;0;1;1;1;3;1500;3;2;1;"-733439,461";"-1139040,284";"-733439,461";"-1139040,284";"-733442,841";"-1139038,986";"";"";"";"dálnice";"D3";"2604659";"";"Souhlasnısesmìremúseku";"Rychlı";"553131";"";"GN_V0.1UIR-ADR_410";"2"
"020040220007";0;3;"2022-03-22";2;"1155";2;0;0;1;1;2;201;0;0;1;2500;2;1;01;1;1;1;3;1;0;0;00;1;02;00;;3;07;"15";1;0;1;1;1;1;1500;2;1;1;"-732300,195";"-1119937,14";"-732300,195";"-1119937,14";"-732301,355";"-1119937,683";"";"";"";"dálnice";"D3";"3665623";"";"Souhlasnısesmìremúseku";"Pomalı";"552046";"";"GN_V0.1UIR-ADR_410";"2"
"020040220008";0;3;"2022-04-06";3;"0915";1;4;0;1;1;2;508;0;0;1;8300;2;1;01;1;1;1;3;1;0;0;00;1;02;00;;7;26;"18";3;0;1;1;1;1;3000;3;1;1;"-732123,998";"-1133176,711";"-732123,998";"-1133176,711";"-732122,502";"-1133177,205";"";"";"";"dálnice";"D3";"3718621";"";"Souhlasnısesmìremúseku";"Pomalı";"552721";"";"GN_V0.1UIR-ADR_410";"2"
"020040220009";0;3;"2022-04-23";6;"1425";3;0;4;2;1;2;203;0;0;0;800;2;1;01;1;1;1;3;1;0;0;00;1;01;00;;4;17;"17";1;1;1;0;1;1;500;2;1;1;"-731692,166";"-1123867,905";"-731692,166";"-1123867,905";"-731688,241";"-1123870,133";"";"";"";"dálnice";"D3";"2604488";"";"Souhlasnısesmìremúseku";"Pomalı";"553069";"";"GN_V0.1UIR-ADR_410";"2"
"020040220010";0;3;"2022-04-24";0;"1805";1;4;0;2;1;2;204;0;0;0;5900;2;3;12;4;3;1;3;1;0;0;00;1;02;00;;3;47;"21";3;1;1;1;1;3;2500;2;1;1;"-732765,506";"-1137799,507";"-732765,506";"-1137799,507";"-732765,145";"-1137799,692";"";"";"";"dálnice";"D3";"3702471";"";"Souhlasnısesmìremúseku";"Pomalı";"553131";"";"GN_V0.1UIR-ADR_410";"2"
"020040220012";0;3;"2022-05-04";3;"1320";3;0;4;1;1;2;508;0;0;1;580;2;1;01;1;1;1;3;1;0;0;00;1;01;00;;3;47;"22";1;0;1;1;1;3;500;2;2;1;"-739056,834";"-1146777,473";"-739056,834";"-1146777,473";"-739059,777";"-1146769,076";"";"";"";"dálnice";"D3";"3781471";"";"Souhlasnısesmìremúseku";"Pomalı";"553271";"";"GN_V0.1UIR-ADR_410";"2"
"020040220013";0;3;"2022-05-07";6;"1725";3;0;3;1;1;2;204;0;0;3;10050;2;3;01;4;3;1;3;1;0;0;00;1;01;00;;3;13;"21";3;1;1;1;3;3;10000;2;1;1;"-732322,935";"-1134198,213";"-732322,935";"-1134198,213";"-732324,169";"-1134198,172";"";"";"";"dálnice";"D3";"2604613";"";"Souhlasnısesmìremúseku";"Pomalı";"599263";"";"GN_V0.1UIR-ADR_410";"2"
"020040220014";0;3;"2022-05-09";1;"1455";3;0;4;2;1;2;204;0;0;0;1500;2;3;01;7;1;1;3;3;0;0;00;1;01;00;;3;39;"19";3;1;0;0;1;3;1000;2;1;1;"-732459,937";"-1136149,106";"-732459,937";"-1136149,106";"-732457,806";"-1136149,486";"";"";"";"dálnice";"D3";"3513901";"";"Souhlasnısesmìremúseku";"Pomalı";"553409";"";"GN_V0.1UIR-ADR_410";"2"
