"002100224189";3;1;0;04
"002100224237";1;9;3;10
"002100224271";1;2;3;00
"002100224292";1;2;3;00
"002100224389";2;1;0;04
"002100224396";1;2;2;00
"002100224417";2;2;3;00
"002100224452";2;2;3;04
"002100224473";2;2;2;10
"002100224530";1;2;3;02
"002100224531";2;1;1;01
"002100224569";1;9;3;00
"002100224580";5;0;0;00
"002100224588";1;1;1;07
"002100224597";5;0;0;00
"002100224614";1;9;7;10
"002100224623";2;2;3;02
"002100224696";2;1;1;00
"002100224701";1;9;4;02
"002100224710";1;1;1;00
"002100224727";2;1;1;00
"002100224729";2;1;1;04
"002100224734";1;1;0;00
"002100224745";3;1;1;04
"002100224834";2;1;3;10
"002100224901";2;1;1;00
"002100224902";5;0;0;00
"002100224916";2;1;0;10
"002100224939";3;2;3;00
"002100224945";2;1;3;07
"002100224955";5;0;0;00
"002100224979";2;1;1;04
"002100225073";1;2;3;00
"002100225096";3;2;3;05
"002100225121";1;9;5;00
"002100225128";2;9;3;10
"002100225137";2;1;1;04
"002100225254";1;2;2;10
"002100225263";2;1;3;10
"002100225308";2;1;1;04
"002100225349";1;2;3;00
"002100225388";5;0;0;00
"002100225408";1;1;1;07
"002100225426";1;2;3;00
"002100225474";1;1;1;00
"002100225477";2;1;6;00
"002100225530";5;0;0;00
"002100225561";2;2;7;02
"002100225564";1;2;3;00
"002100225594";1;1;1;00
"002100225595";2;1;1;04
"002100225600";2;1;1;00
"002100225642";5;0;0;00
"002100225670";5;0;0;00
"002100225682";3;1;2;10
"002100225700";2;1;1;04
"002100225718";2;2;3;00
"002100225738";2;1;1;01
"002100225752";2;1;3;04
"002100225781";2;1;1;04
"002100225789";3;1;1;04
"002100225810";1;2;3;02
"002100225831";3;2;3;04
"002100225981";1;1;1;00
"002100225983";1;9;5;00
"002100225993";1;1;1;00
"002100226002";3;2;3;04
"002100226006";1;2;3;00
"002100226055";3;2;3;02
"002100226062";2;1;1;04
"002100226075";1;2;3;00
"002100226076";5;0;0;00
"002100226088";2;1;1;00
"002100226136";2;2;5;00
"002100226137";3;2;3;05
"002100226138";1;2;3;09
"002100226165";1;2;3;00
"002100226199";2;1;3;00
"002100226203";1;9;3;10
"002100226237";3;2;3;04
"002100226272";5;0;0;00
"002100226365";1;1;1;04
"002100226380";1;9;4;02
"002100226397";1;2;3;02
"002100226408";2;1;1;00
"002100226423";1;1;1;00
"002100226477";2;1;1;00
"002100226484";2;1;1;04
"002100226509";3;0;3;04
"002100226530";1;9;2;00
"002100226592";5;0;0;00
"002100226649";1;1;1;00
"002100226796";3;2;4;05
"002100226829";3;2;3;10
"002100226848";2;2;7;00
"002100226894";5;0;0;00
"002100226923";2;1;6;09
"002100226951";2;9;1;00
"002100226977";1;1;3;10
"002100227000";2;1;3;04
"002100227012";2;1;1;04
"002100227013";1;1;1;04
"002100227027";2;1;1;00
"002100227055";2;1;3;02
"002100227091";1;4;4;05
"002100227130";2;2;3;00
"002100227149";3;1;1;01
"002100227199";2;2;5;00
"002100227206";5;0;0;00
"002100227252";1;1;1;00
"002100227284";2;1;1;00
"002100227298";2;9;3;04
"002100227308";5;0;0;00
"002100227314";1;1;3;10
"002100227319";2;1;3;10
"002100227337";1;1;1;10
"002100227415";1;9;0;00
"002100227488";2;2;3;00
"002100227528";5;0;0;00
"002100227547";2;2;7;04
"002100227552";2;1;1;07
"002100227557";1;2;3;00
"002100227635";1;1;1;04
"002100227694";5;0;0;00
"002100227725";1;1;1;00
"002100227731";1;1;1;04
"002100227825";2;2;3;00
"002100227828";1;2;4;00
"002100227846";1;2;3;00
"002100227880";1;2;3;00
"002100227893";1;2;3;02
"002100227903";1;9;3;10
"002100227955";5;0;0;00
"002100227999";2;1;1;00
"002100228020";1;1;1;04
"002100228035";1;2;3;10
"002100228072";3;2;6;00
"002100228077";1;1;1;04
"002100228126";1;2;2;04
"002100228140";3;2;3;00
"002100228187";2;1;3;10
"002100228194";2;2;3;00
"002100228196";2;1;5;04
"002100228236";3;1;1;07
"002100228360";1;2;0;00
"002100228361";1;1;4;10
"002100228370";2;9;3;10
"002100228450";1;1;3;02
"002100228480";5;0;0;00
"002100228529";3;2;3;04
"002100228616";2;1;1;00
"002100228631";1;9;3;02
"002100228645";2;1;0;02
"002100228654";1;1;1;07
"002100228656";1;9;0;10
"002100228686";2;1;1;01
"002100228722";1;2;2;00
"002100228839";1;1;1;01
"002100228870";1;2;3;00
"002100228899";1;1;1;00
"002100228939";1;2;3;00
"002100229075";3;2;7;00
"002100229098";1;9;0;00
"002100229105";2;1;1;00
"002100229192";5;0;0;00
"002100229200";1;1;1;04
"002100229242";1;9;3;00
"002100229288";1;2;3;00
"002100229292";3;2;3;02
"002100229294";1;2;3;04
"002100229299";1;2;3;00
"002100229408";1;9;5;02
"002100229465";1;1;0;02
"002100229513";2;1;3;10
"002100229541";3;1;1;04
"002100229637";1;4;2;10
"002100229640";2;2;3;05
"002100229642";2;1;1;04
"002100229646";3;1;1;00
"002100229659";1;9;0;00
"002100229691";5;0;0;00
"002100229695";2;1;4;02
"002100229723";1;2;3;02
"002100229735";2;1;1;04
"002100229779";1;1;1;00
"002100229804";2;1;1;10
"002100229838";2;1;1;07
"002100229865";1;2;0;00
"002100229905";2;1;1;07
"002100229916";2;1;1;04
"002100229918";3;2;3;00
"002100229920";1;1;1;04
"002100229922";1;1;1;04
"002100229991";3;1;3;10
"003100220020";2;1;1;01
"003100220042";5;0;0;00
"003100220093";2;1;1;04
"003100220106";1;1;1;04
"003100220181";5;0;0;04
"003100220232";1;1;1;04
"003100220234";1;2;3;02
"003100220250";2;9;2;04
"003100220337";3;2;3;06
"003100220419";2;2;3;05
"003100220450";1;2;3;05
"003100220468";1;1;1;00
"003100220493";3;2;3;05
"003100220553";1;2;5;00
"003100220563";2;1;1;04
"003100220564";1;2;3;03
"003100220565";1;9;5;00
"003100220570";1;2;3;00
"003100220583";2;1;1;07
"003100220637";3;2;3;00
"003100220709";2;1;1;01
"003100220773";1;2;3;00
"003100220776";1;2;4;05
"003100220778";2;1;1;07
"003100220795";2;3;2;00
"003100220803";1;2;3;02
"003100220806";1;1;1;04
"003100220821";1;2;3;00
"003100220833";1;2;7;05
"003100220844";2;1;1;00
"003100220868";3;2;3;00
"003100220931";2;1;1;00
"003100220933";5;0;0;00
"003100220942";5;0;0;00
"003100220964";2;1;1;01
"003100221024";1;1;1;04
"003100221034";2;2;3;00
"003100221129";1;1;1;03
"003100221130";2;1;3;00
"003100221261";3;1;1;04
"003100221273";1;1;1;04
"003100221294";2;1;7;10
"003100221325";1;1;1;01
"003100221333";2;1;1;00
"003100221350";2;1;1;04
"003100221358";5;0;0;00
"003100221395";2;1;1;04
"003100221457";2;7;1;08
"003100221460";3;1;1;10
"003100221466";5;0;0;00
"003100221533";1;0;0;00
"003100221535";2;2;3;03
"003100221605";2;1;3;10
"003100221617";2;1;1;04
"003100221664";5;0;0;00
"003100221693";1;1;1;07
"003100221718";2;1;1;00
"003100221737";3;1;0;10
"003100221763";2;1;1;07
"003100221778";2;1;1;09
"003100221857";3;1;1;07
"003100221932";1;1;2;04
"003100221944";5;0;0;00
"003100221981";2;1;1;07
"003100222022";1;9;3;00
"003100222056";3;2;7;00
"003100222066";1;9;3;00
"003100222074";1;4;7;02
"003100222092";3;1;3;03
"003100222123";1;2;3;00
"003100222244";1;4;1;04
"003100222325";2;1;1;07
"003100222326";5;0;0;00
"003100222327";1;1;1;07
"003100222335";2;1;1;04
"003100222406";5;0;0;00
"003100222439";1;9;0;00
"003100222475";1;4;3;00
"003100222478";3;1;1;04
"003100222501";5;0;0;00
"003100222511";1;1;1;04
"003100222518";2;2;3;02
"003100222555";2;1;1;01
"003100222564";5;0;0;00
"003100222600";1;1;1;04
"003100222603";2;1;1;04
"003100222612";2;1;1;04
"003100222637";3;1;1;01
"003100222657";5;0;0;00
"003100222669";3;2;3;04
"003100222677";2;2;3;02
"003100222682";2;1;1;04
"003100222683";1;2;3;00
"003100222690";2;1;1;00
"003100222691";2;1;1;01
"003100222723";3;1;1;00
"003100222736";1;1;1;00
"003100222757";1;1;1;00
"003100222786";2;1;1;04
"003100222799";5;0;0;00
"003100222831";1;2;4;10
"003100222859";2;2;3;00
"003100222890";1;4;2;10
"003100223014";5;0;0;00
"003100223065";2;1;1;01
"003100223067";1;0;3;10
"003100223071";1;2;3;00
"003100223072";1;1;1;04
"003100223093";3;1;1;00
"003100223152";1;9;3;10
"003100223153";2;1;1;04
"003100223159";2;1;1;01
"003100223164";2;1;1;04
"003100223198";2;1;1;04
"003100223199";1;1;1;10
"003100223216";2;1;1;04
"003100223232";5;0;0;00
"003100223247";1;1;1;04
"003100223257";2;1;1;04
"003100223328";3;1;1;04
"003100223332";1;9;2;10
"003100223333";2;1;1;04
"003100223354";1;2;3;02
"003100223389";1;1;1;04
"003100223406";2;1;1;04
"003100223473";1;1;3;02
"003100223475";1;1;1;04
"003100223492";2;1;1;04
"003100223507";2;1;1;04
"003100223514";1;2;3;00
"003100223536";1;1;1;01
"003100223563";1;9;3;10
"003100223580";2;1;1;04
"003100223582";5;0;0;00
"003100223648";1;2;3;00
"003100223664";1;1;1;04
"003100223701";1;7;1;00
"003100223715";2;2;3;00
"003100223717";1;2;3;00
"003100223728";2;1;2;04
"003100223750";3;1;1;01
"003100223752";2;1;1;04
"003100223774";2;1;1;04
"003100223777";2;1;1;04
"003100223803";2;1;1;01
"003100223807";1;9;5;00
"003100223821";3;1;1;01
"003100223826";2;1;1;04
"003100223828";2;2;3;02
"003100223834";2;2;3;10
"003100223857";2;1;1;04
"003100223859";3;1;1;04
"003100223865";2;1;1;04
"003100223884";1;1;1;04
"003100223888";2;1;1;04
"003100223927";2;1;1;04
"003100223941";2;1;1;04
"003100223945";2;1;3;04
"003100223996";2;1;1;03
"003100224033";2;1;1;00
"003100224103";1;1;1;04
"003100224105";2;1;1;04
"003100224126";3;1;1;01
"003100224127";1;0;0;00
"003100224145";1;1;1;04
"003100224148";1;1;1;04
"003100224170";1;2;3;00
"003100224210";2;1;1;04
"003100224219";1;1;1;04
"003100224230";2;1;1;01
"003100224252";2;1;1;07
"003100224262";1;1;0;02
"003100224269";1;2;0;04
"003100224426";2;1;1;01
"003100224451";2;2;3;00
"003100224491";2;2;3;02
"010040220028";1;0;0;00
"010040220162";2;1;0;00
"010042222021";1;1;0;00
"010106220038";3;1;5;10
"010106220050";1;1;1;00
"010106220321";1;9;7;10
"010106220384";3;1;7;02
"010106220437";1;1;1;04
"010106220471";1;4;0;00
"010106220497";3;2;5;10
"010106220589";2;1;1;04
"010106220611";2;0;2;00
"010106220646";2;1;1;04
"010106220709";1;1;2;03
"010106220755";2;1;1;00
"010120223098";1;9;5;10
"010122224261";3;1;1;06
"010123221854";2;1;1;04
"010124229915";3;1;3;10
"010125224488";3;1;3;10
"010125227012";2;1;1;09
"010125227604";2;1;1;04
"010126227612";2;1;1;09
"010128222387";3;1;1;04
"010128225600";2;1;1;08
"010129228923";1;1;1;08
"010130227135";2;1;1;04
"010130227906";1;1;1;08
"010206220003";2;1;1;04
"010206220021";1;4;1;10
"010206220051";5;1;1;10
"010206220063";1;1;1;04
"010206220064";3;1;3;06
"010206220108";5;1;1;09
"010206220120";3;2;7;05
"010206220133";2;1;1;04
"010206220137";3;1;7;02
"010206220139";2;1;1;01
"010206220161";1;1;3;03
"010206220196";1;1;1;01
"010206220207";2;1;1;04
"010206220225";3;1;1;04
"010206220233";2;1;1;00
"010206220283";5;1;1;00
"010206220323";1;1;1;08
"010206220354";2;1;1;04
"010206220355";1;1;0;09
"010206220364";1;1;3;04
"010206220370";4;1;3;04
"010206220386";1;1;1;09
"010206220409";2;1;1;01
"010206220449";1;1;1;08
"010206220481";2;1;1;04
"010222225521";1;1;3;06
"010223222316";5;0;0;00
"010223224263";2;1;1;04
"010224221308";2;1;1;04
"010224221596";2;1;1;01
"010225222572";2;1;1;04
"010225223375";1;1;1;08
"010226229969";2;1;1;10
"010228221233";2;1;1;10
"010228222251";3;1;1;01
"010228228574";2;1;1;04
"010228229506";3;1;1;04
"010228229805";1;1;1;01
"010229221254";1;1;1;10
"010229221331";2;4;2;03
"010229225267";1;1;2;04
"010229226144";2;9;5;10
"010229226421";2;1;3;06
"010229226989";2;1;1;04
"010230225292";2;1;1;04
"010230229695";1;1;1;01
"010231222914";2;1;1;04
"010306220003";2;1;1;04
"010306220007";3;2;7;04
"010306220070";1;9;4;10
"010306220095";2;1;1;04
"010306220102";3;1;3;04
"010306220110";2;1;1;04
"010306220189";5;0;0;00
"010306220203";2;1;1;04
"010306220211";1;1;1;00
"010306220213";3;1;1;01
"010306220298";1;1;1;04
"010306220319";1;1;0;10
"010306220331";3;1;0;04
"010306220518";3;1;1;00
"010306220529";1;4;1;04
"010306220565";2;1;1;04
"010306220576";2;1;1;04
"010306220612";5;0;0;00
"010306220664";2;1;1;07
"010306220761";2;1;3;10
"010306220765";1;1;1;08
"010306220768";5;0;0;00
"010323225421";2;1;1;07
"010323227268";2;1;1;04
"010325220734";1;1;5;10
"010325222360";2;1;1;04
"010326220847";2;1;1;04
"010326224802";1;1;1;04
"010326225406";1;1;1;04
"010330227065";1;1;1;04
"010406220006";1;1;1;04
"010406220034";2;1;1;04
"010406220091";5;1;3;04
"010406220112";1;0;0;08
"010406220194";2;1;1;06
"010406220271";2;0;3;10
"010406220294";1;2;5;00
"010406220304";3;1;1;00
"010406220326";1;9;3;10
"010406220334";2;1;1;04
"010406220345";1;9;5;00
"010406220408";3;2;3;00
"010406220469";1;1;1;04
"010406220481";1;1;1;08
"010406220560";3;1;1;08
"010406220569";1;1;0;00
"010406220617";1;1;1;07
"010422228198";2;1;1;06
"010428223326";1;1;1;04
"010428223513";2;1;3;04
"010428225628";2;1;1;04
"010428227748";1;2;2;10
"010429227007";5;0;0;00
"010506220090";3;1;1;04
"010506220100";1;0;0;00
"010506220119";3;1;7;04
"010506220266";1;4;1;08
"010506220272";3;1;1;04
"010506220380";3;1;1;04
"010506220454";3;1;1;04
"010506220484";5;1;3;10
"010506220631";1;1;0;09
"010523222581";2;1;1;09
"010524220488";1;9;1;04
"010525220328";1;9;1;08
"010527224770";2;1;1;04
"010606220051";1;1;1;04
"010606220066";3;1;3;10
"010606220070";2;0;1;04
"010606220071";2;1;1;04
"010606220096";2;1;1;08
"010606220106";5;1;1;04
"010606220169";3;1;1;04
"010606220196";1;4;3;00
"010606220238";2;1;0;04
"010606220326";1;1;1;04
"010606220357";3;1;3;10
"010606220369";2;1;1;00
"010614226438";3;1;3;06
"010614229645";3;1;1;04
"010616222836";2;7;2;10
"010618220930";2;1;1;08
"010620221986";1;1;1;04
"010621223556";1;1;1;09
"010622226491";1;1;1;04
"010623227550";3;1;4;03
"010623227701";1;4;1;08
"010623229994";1;1;2;06
"010626221316";2;1;1;04
"010626221336";3;1;1;07
"010626227215";3;2;5;04
"010627223963";2;1;1;04
"010627226801";1;1;3;03
"010627226909";2;1;1;04
"010628220240";3;1;3;10
"010628226142";1;1;1;03
"010629226413";1;1;3;04
"010630222596";1;9;1;10
"010630224368";2;1;3;10
"010706220065";1;1;1;01
"010706220134";3;1;1;10
"010706220179";1;1;3;06
"010706220226";1;1;1;00
"010706220258";5;0;1;04
"010706220269";3;1;3;10
"010706220275";1;1;1;06
"010706220328";1;1;3;10
"010706220352";1;1;0;09
"010706220358";3;2;3;10
"010706220376";3;1;1;04
"010706220402";3;1;1;01
"010706220458";3;1;7;02
"010706220531";4;1;1;04
"010706220572";2;1;2;04
"010706220579";1;9;6;00
"010706220603";1;4;4;00
"010706220629";3;2;3;04
"010706220671";2;9;1;01
"010706220711";3;1;5;04
"010706220798";2;1;1;00
"010706220805";2;1;6;09
"010706220817";2;1;1;04
"010706220896";2;1;1;04
"010706220907";2;1;0;06
"010706220932";1;6;3;10
"010706220969";2;1;0;00
"010706221051";5;0;3;05
"010706221070";2;1;0;04
"010721223363";1;1;3;10
"010721226310";1;1;1;07
"010723226618";3;1;1;07
"010723227747";1;1;5;06
"010723228089";3;1;1;04
"010723228638";1;1;1;04
"010724224296";3;1;3;07
"010725221158";1;6;3;03
"010725225134";2;1;1;07
"010725227103";2;1;1;01
"010726225079";3;1;1;04
"010726225231";3;1;1;04
"010726228032";2;1;1;08
"010727220261";3;2;3;05
"010727224068";2;1;1;04
"010727227231";2;1;1;10
"010727228951";1;2;3;10
"010729226322";1;1;1;01
"010730220114";1;1;7;10
"010806220013";2;1;1;00
"010806220069";1;1;3;10
"010806220100";1;1;1;00
"010806220129";1;1;1;08
"010806220149";2;1;1;08
"010806220217";3;1;7;10
"010806220222";2;1;1;04
"010806220251";3;2;7;05
"010806220275";2;1;1;09
"010806220347";2;1;6;00
"010806220404";2;1;1;04
"010806220432";2;2;3;10
"010806220434";2;2;7;10
"010806220485";1;9;6;08
"010819222134";2;1;2;10
"010819223616";1;1;1;08
"010819229526";3;1;2;10
"010823222071";1;1;1;08
"010824221824";1;2;3;09
"010826220572";2;1;1;08
"010830222723";3;1;1;04
"011106220009";2;1;1;04
"011106220010";2;1;1;04
"011106220040";1;1;1;08
"011106220044";2;1;1;04
"011106220062";3;6;3;00
"011106220082";1;4;0;00
"011106220113";2;1;1;04
"011106220122";5;4;2;10
"011106220156";1;1;0;00
"011106220170";2;7;1;07
"011106220197";2;1;1;00
"011106220198";2;1;5;04
"011106220212";1;9;1;08
"011106220274";2;1;1;00
"011106220287";2;1;1;08
"011106220314";1;0;7;10
"011106220354";2;1;3;10
"011106220391";2;1;1;01
"011106220397";1;1;1;00
"011106220440";1;1;1;00
"011106220496";2;1;1;04
"011106220595";1;1;1;08
"011118223944";1;1;1;04
"011118229873";2;1;7;09
"011120221143";2;1;1;10
"011122226538";1;4;3;03
"011123223969";5;0;0;00
"011124228404";3;1;1;10
"011126224348";2;1;1;04
"011127220050";2;1;1;04
"011127222274";2;1;1;06
"011127227042";1;1;1;04
"011127229450";5;0;0;00
"011128220367";3;2;5;10
"011128224635";2;1;1;04
"011129220960";2;1;1;04
"011129221326";3;2;5;04
"011129226217";1;2;1;06
"011129227014";1;9;7;02
"011129229200";1;1;1;10
"011130220587";3;1;1;04
"011130227244";3;1;1;04
"011130228111";2;1;1;01
"011206220267";3;1;3;04
"011206220323";2;1;3;04
"011206220394";3;2;3;10
"011206220456";1;1;0;10
"011206220562";2;1;1;04
"011226226855";2;1;1;01
"011226227102";2;1;1;04
"011227220624";1;1;1;08
"011228229640";3;1;7;06
"011229220335";3;1;1;04
"011231223089";1;1;1;08
"011406220004";1;9;1;10
"011406220008";1;0;1;10
"011406220010";3;1;3;04
"011406220021";5;1;1;03
"011406220026";2;1;1;07
"011406220035";2;1;0;00
"011406220048";1;9;3;10
"011406220050";2;1;1;04
"011406220154";2;1;3;00
"011406220161";4;1;3;05
"011406220190";1;2;1;00
"011406220201";3;1;2;04
"011406220230";2;1;0;09
"011406220242";3;1;4;05
"011406220255";1;1;1;00
"011406220285";3;1;1;04
"011406220308";3;1;3;06
"011406220328";2;2;6;00
"011406220353";1;1;1;00
"011406220406";2;0;0;10
"011406220410";2;1;3;03
"011406220446";1;1;0;03
"011406220524";5;1;0;00
"011406220527";2;1;1;04
"011423226121";2;1;1;08
"011423226727";1;1;1;08
"011425229204";2;1;1;04
"011426221549";2;1;1;04
"011429221111";2;1;1;04
"011430225382";2;2;3;04
"011506220011";2;1;1;05
"011506220091";1;0;0;10
"011506220187";3;1;3;06
"011506220211";2;1;1;00
"011506220247";2;1;1;00
"011506220276";1;1;3;10
"011506220282";3;2;5;04
"011506220287";3;1;1;04
"011506220337";3;1;1;10
"011506220349";1;2;2;04
"011506220352";1;1;1;00
"011506220362";2;1;1;08
"011506220365";3;1;3;10
"011506220387";1;1;1;00
"011506220390";3;2;7;10
"011521228791";2;1;1;04
"011522226977";2;1;1;07
"011523222834";1;9;1;08
"011527223305";1;2;3;05
"011527229589";3;1;1;04
"011527229645";2;1;1;08
"011528223052";3;1;7;02
"011529228957";2;1;1;04
"011530228641";3;1;3;04
"011606220056";1;1;1;03
"011606220137";2;1;1;08
"011606220142";1;0;0;08
"011606220162";1;1;1;00
"011606220236";3;1;3;00
"011606220347";3;1;4;05
"011606220348";3;2;2;01
"011606220368";3;1;1;04
"011606220383";1;2;1;00
"011606220472";2;1;1;04
"011606220499";2;1;1;08
"011621229769";3;2;3;10
"011623224106";3;2;3;06
"011627224009";2;1;1;04
"011628224619";2;1;1;04
"011629224523";2;1;1;04
"011630223641";2;1;3;03
"011630229609";1;1;1;04
"011631220466";2;1;1;04
"011631221097";2;1;1;10
"011631221616";2;1;1;04
"014122228303";1;1;1;08
"020106220003";1;9;0;00
"020106220007";2;1;1;09
"020106220008";3;1;1;04
"020106220019";2;1;1;00
"020106220035";1;1;2;10
"020106220058";2;2;3;10
"020106220059";3;1;2;10
"020106220084";2;1;1;01
"020106220113";2;1;1;04
"020106220122";1;1;5;10
"020106220124";3;1;1;10
"020106220133";1;1;1;00
"020106220154";1;1;1;01
"020106220156";2;9;3;00
"020106220159";1;3;0;00
"020106220160";3;1;5;04
"020106220193";1;1;3;10
"020106220206";2;1;1;04
"020106220242";5;0;0;00
"020106220267";3;1;3;10
"020106220271";1;4;5;00
"020106220276";2;1;1;06
"020106220296";2;1;1;10
"020106220323";2;1;1;04
"020106220332";2;1;1;04
"020106220336";1;1;1;01
"020106220341";2;1;1;10
"020106220360";1;1;1;00
"020106220380";2;1;1;00
"020106220384";2;1;1;01
"020106220395";2;0;0;04
"020106220412";3;1;1;04
"020106220443";1;4;1;07
"020106220444";1;1;1;00
"020106220485";3;1;3;00
"020106220525";3;1;0;00
"020106220542";3;1;3;10
"020106220619";3;2;3;00
"020106220621";1;1;0;08
"020106220645";2;1;1;00
"020106220660";3;2;3;00
"020106220678";2;1;1;04
"020106220682";3;1;0;04
"020106220738";1;1;0;00
"020106220747";2;1;1;04
"020106220759";4;0;0;00
"020106220819";2;1;7;10
"020106220877";2;1;0;00
"020106220905";2;1;1;04
"020106220970";1;1;5;00
"020106221049";2;1;1;04
"020106221051";2;1;1;04
"020106221052";1;9;2;10
"020106221085";5;0;0;00
"020106221091";2;2;2;10
"020106221102";2;2;0;00
"020106221140";3;1;3;06
"020106221185";2;1;1;04
"020115221730";2;1;1;09
"020116223811";1;9;2;10
"020116227128";1;1;2;06
"020116229681";2;1;1;07
"020117220198";3;1;1;04
"020117221929";2;1;3;10
"020206220115";5;1;1;00
"020206220184";5;0;0;00
"020206220208";1;9;1;08
"020206220215";3;1;3;10
"020206220299";2;1;1;00
"020206220326";3;2;7;00
"020206220373";1;2;0;00
